Date,SHY,IEF,TLT
2019-08-09,72.42899322509766,94.85733795166016,114.4033432006836
2019-08-12,72.50580596923828,95.4579849243164,116.78864288330078
2019-08-13,72.42042541503906,95.11954498291016,116.38832092285156
2019-08-14,72.51432037353516,95.7540512084961,119.01055145263672
2019-08-15,72.6680679321289,96.36311340332031,120.33384704589844
2019-08-16,72.65951538085938,96.10933685302734,119.36994934082031
2019-08-19,72.58267211914062,95.65250396728516,117.66268157958984
2019-08-20,72.6338882446289,96.07546997070312,118.87981414794922
2019-08-21,72.56560516357422,95.82173919677734,118.08744812011719
2019-08-22,72.53143310546875,95.6102066040039,117.30325317382812
2019-08-23,72.65100860595703,96.25318145751953,119.23113250732422
2019-08-26,72.6168212890625,96.16011047363281,118.7491455078125
2019-08-27,72.64244842529297,96.57461547851562,120.57884216308594
2019-08-28,72.65951538085938,96.60845184326172,120.73414611816406
2019-08-29,72.6253433227539,96.42234802246094,120.27665710449219
